#NEW_CODE	OLD_CODE	NUM_CODE	NAME	TICKETING_NAME	CODE
BIH	BS	0	BRITISH INTERNATIONAL	GAMAIR LTD.	BS
BTI	BT	657	AIR BALTIC	AIR BALTIC	BT
BTA	XE	477	EXPRESSJET AIRLINES INC	NULL	BTA
BTI	BT	657	AIR BALTIC	AIR BALTIC	BTI
NULL	BU	883	COMPAGNIE AFRICAINE D'AVIATION	SAS NORWAY	BU
BPA	BV	4	BLUE PANORAMA AIRLINES	BLUE PANORAMA	BV
BVI	XV	0	BVI AIRWAYS	NULL	BVI
BVT	J8	801	BERJAYA AIR	BERJAYA AIR	BVT
BWA	BW	106	CARIBBEAN AIRLINES	CARIBBEAN AIR	BW
BWA	BW	106	CARIBBEAN AIRLINES	CARIBBEAN AIR	BWA
ABL	BX	982	AIR BUSAN	AIR BUSAN	BX
TOM	BY	754	THOMSON AIRWAYS LTD	BRITANNIA	BY
BBG	BZ	0	BLUE BIRD AIRWAYS	NULL	BZ
BZH	DB	750	BRIT AIR	BRIT AIR	BZH
CLW	C0	0	CENTRALWINGS	NULL	C0
NULL	C1	322	TECTIMES SUDAMERICA	NULL	C1
NULL	C2	304	CEIBA INTERCONTINENTAL	CEIBA	C2
NULL	C3	0	CONTACT AIR	NULL	C3
NULL	C4	665	ALMA DE MEXICO	ALMADEMEXICO	C4
UCA	C5	841	CHAMPLAIN ENTERPRISES	NULL	C5
CJA	C6	0	CANJET AIRLINES	BRIGHT ARL	C6
RLE	C7	0	RLA RICO LINHAS AREAS	NULL	C7
NULL	C8	498	CRONOS AIRLINES	NULL	C8
RUS	C9	251	CIRRUS AIRLINES	NULL	C9
CCA	CA	999	AIR CHINA	AIR CHINA	CA
CAI	XC	0	CORENDON AIRLINES	K D AIR	CAI
CAL	CI	297	CHINA AIRLINES	CHINA AIR	CAL
CAV	MO	622	CALM AIR INTERNATIONAL	CALM AIR INTL	CAV
CAW	MN	161	COMAIR LTD	COMAIR	CAW
CAY	KX	378	CAYMAN AIRWAYS	CAYMAN AIR	CAY
SAY	CB	969	SCOTAIRWAYS	SCOTAIRWAYS	CB
OMT	CC	0	CM AIRLINES	MACAIR AIRL	CC
CCA	CA	999	AIR CHINA	AIR CHINA	CCA
CCM	XK	146	AIR CORSICA	AIR CORSICA	CCM
CCP	MG	0	CHAMPION AIR	MGM GRAND	CCP
CND	CD	0	CORENDON DUTCH AIRLINES	SEAVIEW AIR	CD
CDG	SC	324	SHANDONG AIRLINES	SHANDONG AIRL	CDG
CLG	CE	980	CHALAIR AVIATION	CHALAIR	CE
CEB	5J	203	CEBU AIR	CEBU AIR	CEB
CES	MU	781	CHINA EASTERN AIRLINES	CHINA EAST	CES
SDR	CF	419	CITY AIRLINE	CITY AIR	CF
CFE	CJ	0	BA CITYFLYER	CHINA NORTH	CFE
CFG	DE	881	CONDOR	CONDOR	CFG
NULL	CG	626	AIRLINES PNG	AIRL. OF PNG	CG
BMJ	CH	872	BEMIDJI AIRLINES	BEMIDJI	CH
CHG	5U	0	ROYAL BELAU AIRWAYS	L A D E	CHG
CHH	HU	880	HAINAN AIRLINES	HAINAN AIR	CHH
CHP	6A	95	AVIACSA	AVIACSA	CHP
CHQ	RP	363	CHAUTAUQUA AIRLINES	NULL	CHQ
CAL	CI	297	CHINA AIRLINES	CHINA AIR	CI
CIB	DF	0	CONDOR BERLIN	NULL	CIB
CIM	QI	647	CIMBER A/S	CIMBER AIR	CIM
CIR	5F	0	ARCTIC CIRCLE AIR	BONAIRE AIR	CIR
CFE	CJ	0	BA CITYFLYER	CHINA NORTH	CJ
CJA	C6	0	CANJET AIRLINES	BRIGHT ARL	CJA
NDR	CK	0	CHINA CARGO AIRLINES	ANDESMAR LIN	CK
CLH	CL	683	LUFTHANSA CITYLINE	TEMPELHOF	CL
CLG	CE	980	CHALAIR AVIATION	CHALAIR	CLG
CLH	CL	683	LUFTHANSA CITYLINE	TEMPELHOF	CLH
CLW	C0	0	CENTRALWINGS	NULL	CLW
CMP	CM	230	COPA AIRLINES	COPA PANAMENA	CM
CMI	CS	0	CONTINENTAL MICRONESIA	CONTINL MICRO	CMI
CMP	CM	230	COPA AIRLINES	COPA PANAMENA	CMP
NULL	CN	895	GRAND CHINA AIR	GD CHINA AIR	CN
CND	CD	0	CORENDON DUTCH AIRLINES	SEAVIEW AIR	CND
COA	CO	5	CONTINENTAL AIRLINES	CONTINENTAL	CO
COA	CO	5	CONTINENTAL AIRLINES	CONTINENTAL	COA
COM	OH	886	COMAIR INC.	COMAIR	COM
NULL	CP	3	COMPASS AIRLINES	CANADIAN	CP
CPA	CX	160	CATHAY PACIFIC	CATHAYPACIFIC	CPA
CPN	RV	879	CASPIAN AIRLINES	NULL	CPN
NULL	CQ	909	CZECH CONNECT AIRLINES	CZECH CONNECT	CQ
NULL	CR	0	OAG WORLDWIDE	NULL	CR
CRD	QC	40	CAMAIR-CO	CAMAIR-CO	CRD
CRK	HX	851	HONG KONG AIRLINES	HONGKONG AIR	CRK
CRL	SS	923	CORSAIR	CORSE AIR	CRL
CRN	7L	164	AEROCARIBBEAN	NULL	CRN
CRQ	YN	219	AIR CREEBEC	AIR CREEBEC	CRQ
CMI	CS	0	CONTINENTAL MICRONESIA	CONTINL MICRO	CS
CSA	OK	64	CZECH AIRLINES CSA	CZECH AIRLINE	CSA
CSH	FM	774	SHANGHAI AIRLINES	SHANGAI AIRLI	CSH
CSN	CZ	784	CHINA SOUTHERN AIRLINES	CHINA SOUTH	CSN
CSQ	II	175	IBC AIRWAYS INC	NULL	CSQ
CSZ	ZH	479	SHENZHEN AIRLINES	SHENZHEN AIRL	CSZ
CYL	CT	0	ALITALIA CITY LINER SPA	AIR ONE CITYL	CT
CTN	OU	831	CROATIA AIRLINES	CROATIA	CTN
CUB	CU	136	CUBANA DE AVIACION	CUBANA	CU
CUA	KN	822	CHINA UNITED AIRLINES	NULL	CUA
CUB	CU	136	CUBANA DE AVIACION	CUBANA	CUB
NULL	CV	0	AIR CHATHAMS	AIR CHATHAM	CV
MRS	CW	778	AIR MARSHALL ISLANDS	MARSHALL IS	CW
CPA	CX	160	CATHAY PACIFIC	CATHAYPACIFIC	CX
CXA	MF	731	XIAMEN AIRLINES	XIAMEN AIR	CXA
CXJ	XO	0	LTE INTERNATIONAL AIRWAY	XINJIANG	CXJ
CXP	XP	0	XTRA AIRWAYS	XTRA AIRWAYS	CXP
CXR	9X	0	CONGO EXPRESS	NEW AXIS AIR	CXR
CYP	CY	48	CYPRUS AIRWAYS	CYPRUS AIR	CY
CYL	CT	0	ALITALIA CITY LINER SPA	AIR ONE CITYL	CYL
CYP	CY	48	CYPRUS AIRWAYS	CYPRUS AIR	CYP
CSN	CZ	784	CHINA SOUTHERN AIRLINES	CHINA SOUTH	CZ
NULL	D0	0	UNDEFINED	NULL	D0
NULL	D1	0	UNDEFINED	NULL	D1
NULL	D2	103	SEVERSTAL AIRCOMPANY	SEVERSTAL AIR	D2
DAO	D3	991	DAALLO AIRLINES	DAALLO AIRLIN	D3
LID	D4	0	ALIDAUNIA S.R.L.	NULL	D4
DAE	D5	0	DAUAIR	DAUAIR	D5
INL	D6	625	INTER AIR	INTER AIR	D6
XAX	D7	843	AIRASIAX SDN BHD	AIRASIAX	D7
DJB	D8	0	DJIBOUTI AIRLINES	NULL	D8
DNV	D9	733	JSC DONAVIA	NULL	D9
GEO	DA	0	AIR GEORGIA	AIR GEORGIA	DA
DAE	D5	0	DAUAIR	DAUAIR	DAE
DAH	AH	124	AIR ALGERIE	AIR ALGERIE	DAH
DAL	DL	6	DELTA AIR LINES	DELTA AIR	DAL
DAN	9J	0	DANA AIRLINES	NULL	DAN
DAO	D3	991	DAALLO AIRLINES	DAALLO AIRLIN	DAO
DAP	X8	545	ICARO	AEROVIAS DAP	DAP
DAT	SN	82	BRUSSELS AIRLINES	BRUSSELS AIR	DAT
BZH	DB	750	BRIT AIR	BRIT AIR	DB
DBB	2A	0	DEUTSCHE BAHN AG	DEUTSCHE BAHN	DBB
GAO	DC	215	GOLDEN AIR	GOLDEN AIR	DC
DCP	DQ	521	DELTA CONNECTION	COASTAL AIR	DCP
NULL	DD	0	NOK AIR	NULL	DD
CFG	DE	881	CONDOR	CONDOR	DE
DER	JD	898	DEER JET	NULL	DER
DET	DI	228	D E T A AIR JSC	DBA	DET
CIB	DF	0	CONDOR BERLIN	NULL	DF
NULL	DG	931	SOUTH EAST ASIAN AIRLINES	SOUTH EAST AS	DG
IRS	DH	0	SAHAND ASIA AIRLINES	NULL	DH
DET	DI	228	D E T A AIR JSC	DBA	DI
VOZ	DJ	856	VIRGIN AUSTRALIA AIRLINE	VIRGIN AUSTRA	DJ
DJB	D8	0	DJIBOUTI AIRLINES	NULL	DJB
VKG	DK	630	THOMAS COOK AIRLINES A/S	EASTLAND AIR	DK
DKH	HO	18	JUNEYAO AIRLINES	NULL	DKH
DAL	DL	6	DELTA AIR LINES	DELTA AIR	DL
DLA	EN	101	AIR DOLOMITI	AIR DOLOMITI	DLA
DLH	LH	220	LUFTHANSA	LUFTHANSA	DLH
NULL	DM	349	STERLING BLUE	STERLING BLUE	DM
NULL	DN	440	SENEGAL AIRLINES	SENEGAL AIR	DN
DNU	R6	0	DOT LT	DOT LT	DNU
DNV	D9	733	JSC DONAVIA	NULL	DNV
NULL	DO	0	AIR VALLEE	AIR VALLEE	DO
PLV	DP	0	PERLA AIRLINES	AIR 2000 LTD	DP
DCP	DQ	521	DELTA CONNECTION	COASTAL AIR	DQ
NULL	DR	0	AIR LINK	AIR LINK	DR
DRK	KB	787	DRUK AIR	DRUK-AIR	DRK
DRU	6R	0	MIRNY AIR	NULL	DRU
NULL	DS	0	EASYJET SWITZERLAND	NULL	DS
DTA	DT	118	TAAG	TAAG	DT
DTA	DT	118	TAAG	TAAG	DTA
DTR	DX	243	DANISH AIR TRANSPORT	DANISH AIR	DTR
NULL	DV	655	JSC AIRCOMPANY SCAT	JSC SCAT	DV
UCR	DW	187	AERO-CHARTER	HELICOPTER SH	DW
DWT	0D	779	DARWIN AIRLINE	DARWIN	DWT
DTR	DX	243	DANISH AIR TRANSPORT	DANISH AIR	DX
DXH	8C	883	EAST STAR AIRLINES	EAST STAR	DXH
NAX	DY	328	NORWEGIAN AIR SHUTTLE	NORWEGIAN AIR	DY
NULL	DZ	0	DJIBOUTI AIR	NULL	DZ
NULL	E1	0	UNDEFINED	NULL	E1
KMP	E2	837	KAMPUCHEA AIRLINES	RIO GRANDEAIR	E2
NULL	E3	0	EAGLES	NULL	E3
NULL	E4	52	ESTELAR LATINOAMERICA	NULL	E4
RBG	E5	844	AIR ARABIA EGYPT	SAMARA AIRL	E5
NULL	E6	417	BRINGER AIR CARGO	NULL	E6
NULL	E7	0	EQUAFLIGHT SERVICE	FLY EUROPEAN	E7
SMK	E8	0	CITY AIRWAYS	ALPI EAGLES	E8
NULL	E9	0	AIRCUENCA	PAN AM CONX	E9
EHN	EA	0	EAST HORIZON AIRLINES	NULL	EA
EAA	KR	265	AIR BISHKEK AIRCOMPANY	AIR BISHKEK	EAA
NULL	EB	460	PULLMANTUR AIR	PULLMANTUR	EB
NULL	EC	284	OPENSKIES	OPENSKIES	EC
ECA	UI	475	EUROCYPRIA AIRLINES	NULL	ECA
ECE	4F	0	AIR CITY	AIR-CITY	ECE
AXE	ED	0	AIR EXPLORE	AIRBLUE	ED
EDW	WK	0	EDELWEISS AIR	EDELWEISS AIR	EDW
NULL	EE	350	AERO AIRLINES	AERO AIRLINES	EE
EEZ	GJ	736	EUROFLY SPA	EUROFLY	EEZ
EZA	EF	0	UNDEFINED	NULL	EF
ETJ	EG	447	EAST AIR	JAPAN ASIA	EG
EGF	MQ	93	AMERICAN EAGLE	NULL	EGF
EGJ	YR	398	SCENIC AIRLINES	NULL	EGJ
EGU	H7	0	EAGLE AIR	NULL	EGU
NULL	EH	0	AIR NIPPON NETWORK	NULL	EH
EHN	EA	0	EAST HORIZON AIRLINES	NULL	EHN
EIN	EI	53	AER LINGUS	AER LINGUS	EI
EIN	EI	53	AER LINGUS	AER LINGUS	EIN
EIX	2E	0	SMOKEY BAY AIR	EI AIR EXPORT	EIX
NEA	EJ	0	NEW ENGLAND AIRLINES	NEW ENGLAN	EJ
UAE	EK	176	EMIRATES	EMIRATES	EK
ANK	EL	768	AIR NIPPON	NULL	EL
ELL	OV	960	ESTONIAN AIR	ESTONIAN AIR	ELL
ELO	K2	78	EUROLOT	EUROLOT	ELO
ELY	LY	114	EL AL ISRAEL AIRLINES	EL AL	ELY
NULL	EM	282	AERO BENIN	NULL	EM
DLA	EN	101	AIR DOLOMITI	AIR DOLOMITI	EN
ALX	EO	663	FLYCONGO	HEWA BORA	EO
IRC	EP	815	IRAN ASEMAN AIRLINES	NULL	EP
TAE	EQ	269	TAME LINEA AEREA DEL ECUADOR	TAME	EQ
NULL	ER	0	AIR EAST	NULL	ER
ERG	7U	765	AVIAENERGO	NULL	ERG
ERH	7H	808	ERA AVIATION	ERA AVIATION	ERH
ERO	2U	383	ERO SUN D'OR	SUN D OR	ERO
ERT	B8	637	ERITREAN AIRLINES	ERITREAN AIR	ERT
NULL	ES	0	UNDEFINED	NULL	ES
ESC	6S	612	EL SOL DE AMERICA	KATO AIRLINES	ESC
ESR	ZE	839	EASTAR JET	LINEAS AEREAS	ESR
ETH	ET	71	ETHIOPIAN AIRLINES	ETHIOPIAN	ET
ETD	EY	607	ETIHAD AIRWAYS	ETIHAD AIR	ETD
ETH	ET	71	ETHIOPIAN AIRLINES	ETHIOPIAN	ETH
ETJ	EG	447	EAST AIR	JAPAN ASIA	ETJ
ETS	2Q	0	AVITRANS NORDIC	NULL	ETS
NULL	EU	811	CHENGDU AIRLINES	ECUATORIANA	EU
ACY	EV	862	ATLANTIC SOUTHEAST	NULL	EV
EVA	BR	695	EVA AIR	EVA AIRWAYS	EVA
EWG	EW	104	EUROWINGS	EUROWINGS	EW
EWG	EW	104	EUROWINGS	EUROWINGS	EWG
NULL	EX	0	UNDEFINED	NULL	EX
EXK	OW	92	EXECUTIVE AIRLINES	NULL	EXK
EXS	LS	949	JET2.COM	NULL	EXS
EXY	XZ	0	SOUTH AFRICAN EXPRESS	EASTAIR	EXY
ETD	EY	607	ETIHAD AIRWAYS	ETIHAD AIR	EY
SUS	EZ	0	SUN AIR OF SCANDINAVIA	NULL	EZ
EZA	EF	0	UNDEFINED	NULL	EZA
EZY	U2	0	EASYJET	EASYJET	EZY
NULL	F0	0	UNDEFINED	NULL	F0
NULL	F1	941	FARELOGIX	NULL	F1
NULL	F2	0	AEROLINEAS REGIONALES	NULL	F2
SGB	F3	0	SKYKING	FLY 1ST CLASS	F3
NBK	F4	0	ALBARKA AIR SERVICES LTD	EURECA SRL	F4
NULL	F5	548	FLY 540	COSMIC AIR	F5
NULL	F6	0	FAROEJET	FST CAMBODIA	F6
NULL	F7	33	DARWIN AIRLINES SA	DARWIN	F7
NULL	F8	0	FREEDOM AIRLINES	AIR MONTREAL	F8
NULL	F9	422	FRONTIER AIRLINES	FRONTIER AIR	F9
SFR	FA	0	SAFAIR	NULL	FA
FAB	7F	245	FIRST AIR	FIRST AIR	FAB
LZB	FB	623	BULGARIA AIR	BALKAN AIR TO	FB
NULL	FC	216	FINNCOMM AIRLINES	FINNCOMM	FC
FCL	PA	0	FLORIDA COASTAL AIRLINES	FLORIDA COAST	FCL
AIQ	FD	900	THAI AIRASIA	THAI AIRASIA	FD
FDA	JH	0	FUJI DREAM AIRLINES	NORDESTE	FDA
FDY	6G	504	SUN AIR EXPRESS LLC	AIR WALES	FDY
NULL	FE	436	FAR EASTERN	NULL	FE
NULL	FF	0	UNDEFINED	NULL	FF
FFV	5H	540	FIVE FOURTY AVIATION	FIVE FOURTY	FFV
AFG	FG	255	ARIANA AFGHAN AIRLINES	ARIANA	FG
FHY	FH	0	FREEBIRD AIRLINES	FUTURA INTL	FH
FHY	FH	0	FREEBIRD AIRLINES	FUTURA INTL	FHY
ICE	FI	108	ICELANDAIR	ICELANDAIR	FI
FIN	AY	105	FINNAIR	FINNAIR	FIN
FJI	FJ	260	AIR PACIFIC	AIR PACIFIC	FJ
FJI	FJ	260	AIR PACIFIC	AIR PACIFIC	FJI
NULL	FK	0	KEEWATIN AIR	NULL	FK
NULL	FL	332	AIRTRAN AIRWAYS	AIRTRAN AIR	FL
FLG	9E	430	PINNACLE AIRLINES	EXPRESS AIR	FLG
FLI	RC	767	ATLANTIC AIRWAYS	ATL.AIRWAYS	FLI
CSH	FM	774	SHANGHAI AIRLINES	SHANGAI AIRLI	FM
RGL	FN	259	REGIONAL AIR LINES	REGIONAL AIR	FN
FXX	FO	569	FELIX AIRWAYS	NULL	FO
FRE	FP	224	FREEDOM AIR	NULL	FP
FPO	5O	558	EUROPE AIRPOST	EUROP AIRPOST	FPO
NULL	FQ	0	BRINDABELLA AIRLINES	BRINDABELLA	FQ
RYR	FR	0	RYANAIR	RYANAIR LTD.	FR
FRE	FP	224	FREEDOM AIR	NULL	FRE
ACL	FS	393	SYPHAX AIRLINES SA	SYPHAX AIRL	FS
SRH	FT	84	SIEM REAP AIRWAYS INTL	NULL	FT
FTA	2F	517	FRONTIER FLYING SERVICE	FRONTIER	FTA
NULL	FU	0	UNDEFINED	NULL	FU
SDM	FV	195	ROSSIYA AIRLINES	ROSSIYA	FV
NULL	FW	0	IBEX AIRLINES	NULL	FW
FWI	TX	427	AIR CARAIBES	AIR CARAIBES	FWI
FWQ	QQ	0	ALLIANCE AIRLINES	NULL	FWQ
FXA	FX	0	FEDEX	EXPRESS AIR	FX
FXA	FX	0	FEDEX	EXPRESS AIR	FXA
FXI	NY	882	AIR ICELAND	AIR ICELAND	FXI
FXT	W2	365	FLEXFLIGHT	FLEXFLIGHT	FXT
FXX	FO	569	FELIX AIRWAYS	NULL	FXX
NULL	FY	918	FLYFIREFLY	NW REGIONAL	FY
NULL	FZ	141	FLYDUBAI	FLYDUBAI	FZ
FZW	Z7	0	FRESHAIR	EASEON AIR	FZW
GHB	G0	678	GHANA INTL AIRLINES	GHANA INTL	G0
NULL	G1	0	UNDEFINED	NULL	G1
NULL	G2	401	GUINEA AIRLINES	AVIREX GABON	G2
GLO	G3	127	VRG LINHAS AEREAS S A	VRG LINHAS AS	G3
NULL	G4	268	ALLEGIANT AIR	GUIZHOU AIR	G4
HXA	G5	987	CHINA EXPRESS AIRLINES	JSC AIR ENKOR	G5
AKW	G6	397	ANGKOR AIRWAYS	ANGKOR AIR	G6
GJS	G7	573	GOJET AIRLINES	NULL	G7
GOW	G8	0	GO AIRLINES	NULL	G8
NULL	G9	514	AIR ARABIA	NULL	G9
GIA	GA	126	GARUDA INDONESIA	GARUDA	GA
GAO	DC	215	GOLDEN AIR	GOLDEN AIR	GAO
GAP	2P	0	AIR PHILIPPINES	AIR PHILIPPIN	GAP
NULL	GB	0	UNDEFINED	NULL	GB
GNR	GC	34	GAMBIA INTL AIRLINES	GAMBIA INTL	GC
NULL	GD	0	UNDEFINED	NULL	GD
TNA	GE	170	TRANSASIA AIRWAYS	TRANSASIA	GE
GEO	DA	0	AIR GEORGIA	AIR GEORGIA	GEO
GFA	GF	72	GULF AIR	GULF AIR	GF
GFA	GF	72	GULF AIR	GULF AIR	GFA
GFT	3M	449	VPAA	VPAA	GFT
NULL	GG	0	UNDEFINED	NULL	GG
GGN	ZX	0	AIR ALLIANCE	NULL	GGN
GHA	GH	674	GLOBUS LLC	GHANA AIR	GH
GHA	GH	674	GLOBUS LLC	GHANA AIR	GHA
GHB	G0	678	GHANA INTL AIRLINES	GHANA INTL	GHB
IKA	GI	420	ITEK AIR	ITEK AIR	GI
GIA	GA	126	GARUDA INDONESIA	GARUDA	GIA
GIL	4L	764	GEORGIAN INTERNATIONAL AIRLINES	NULL	GIL
EEZ	GJ	736	EUROFLY SPA	EUROFLY	GJ
GJS	G7	573	GOJET AIRLINES	NULL	GJS
NULL	GK	798	JETSTAR JAPAN	NULL	GK
GRL	GL	631	AIR GREENLAND	AIR GREENLAND	GL
GLA	ZK	846	GREAT LAKES AVIATION	GREAT LAKES	GLA
GLG	2K	547	AEROLINEAS GALAPAGOS	AEROGAL	GLG
GLO	G3	127	VRG LINHAS AEREAS S A	VRG LINHAS AS	GLO
GLR	9M	634	CENTRAL MOUNTAIN AIR	CNTRL MTN AIR	GLR
SVK	GM	0	AIR SLOVAKIA	AIR SLOVAKIA	GM
GMI	ST	246	GERMANIA	GERMANIA	GMI
AGN	GN	185	AIR GABON	AIR GABON	GN
GNR	GC	34	GAMBIA INTL AIRLINES	GAMBIA INTL	GNR
GOE	GO	0	GO	NULL	GO
GOE	GO	0	GO	NULL	GOE
GOW	G8	0	GO AIRLINES	NULL	GOW
GOZ	ZG	24	GROZNYY AVIA	NULL	GOZ
PTN	GP	961	PANTANAL LINHAS AEREAS	NULL	GP
GPD	TJ	0	TRADEWIND AVIATION	NULL	GPD
SHE	GQ	0	SKY EXPRESS	SKY EXPRESS	GQ
AUR	GR	924	AURIGNY AIR SERVICES	AURIGNY AIR	GR
GRL	GL	631	AIR GREENLAND	AIR GREENLAND	GRL
NULL	GS	826	TIANJIN AIRLINES	NULL	GS
GSM	Y2	0	GLOBESPAN AIRWAYS	NULL	GSM
GSW	ND	171	SKY WINGS AIRLINES	INTAIR INC.	GSW
NULL	GT	0	PC AIRLINE	GB AIRWAYS	GT
GTV	KG	854	AEROGAVIOTA	KING ISLAND	GTV
GUG	GU	240	AVIATECA	AVIATECA	GU
GUG	GU	240	AVIATECA	AVIATECA	GUG
SWV	GV	0	GRANT AVIATION	AERO FLIGHT	GV
KIL	GW	113	KUBAN AIRLINES	AIR OF KUBAN	GW
GWI	4U	51	GERMANWINGS	GERMANWINGS	GWI
JXX	GX	591	PRIMERA AIR	NULL	GX
NULL	GZ	755	AIR RAROTONGA	AIR RAROTONG	GZ
GZP	4G	579	GAZPROMAVIA	NULL	GZP
NULL	H0	0	UNDEFINED	NULL	H0
NULL	H1	0	HAHN AIR SYSTEMS	NULL	H1
SKU	H2	605	SKY AIRLINE	SKY AIRLINE	H2
NULL	H3	458	HARBOUR AIR SEAPLANES	HARBOUR AIR	H3
NULL	H4	0	HELI SECURITE	NULL	H4
NULL	H5	0	HOLA AIRLINES	MAGADAN	H5
NULL	H6	0	HAGELAND AVIATION	NULL	H6
EGU	H7	0	EAGLE AIR	NULL	H7
NULL	H8	0	AURIC AIR CHARTERS	AURIC AIR	H8
NULL	H9	221	HELITT LINEAS AEREAS	PEGASUS	H9
HAL	HA	173	HAWAIIAN AIRLINES	HAWAIIAN AIR	HA
HAL	HA	173	HAWAIIAN AIRLINES	HAWAIIAN AIR	HAL
NULL	HB	0	HOMER AIR	NULL	HB
NULL	HC	0	HOLIDAYS CZECH AIRLINES	AERO TROPICS	HC
HCW	V9	0	STAR1 AIRLINES	NULL	HCW
ADO	HD	0	HOKKAIDO INTERNATIONAL	NULL	HD
HDA	KA	43	DRAGONAIR	HK DRAGON	HDA
NULL	HE	0	LGW LUFTFAHRTGES WALTER	NULL	HE
HEJ	HJ	681	HELLAS JET	HELLENIC STAR	HEJ
HER	UD	848	HEX AIR	HEX AIR	HER
NULL	HF	483	AIR COTE D IVOIRE	AIRCOTEIVOIRE	HF
NLY	HG	0	NIKI	NIKI	HG
TBM	HH	283	TABAN AIRLINES	NULL	HH
HHI	4R	0	HAMBURG INTERNATIONAL	HAMBURG INTL	HHI
HHN	HR	169	HAHN AIR	HAHN AIR	HHN
NULL	HI	563	PAPILLON AIRWAYS	PAPILLONAIR	HI
HEJ	HJ	681	HELLAS JET	HELLENIC STAR	HJ
NULL	HK	516	HAMBURG AIRWAYS	HAMBURG AIR	HK
HKE	UO	128	HONG KONG EXPRESS AIRWAYS	HK EXPRESS	HKE
NULL	HL	0	UNDEFINED	NULL	HL
SEY	HM	61	AIR SEYCHELLES	AIR SEYCHEL	HM
NULL	HN	0	PROTEUS HELICOPTERES	NULL	HN
DKH	HO	18	JUNEYAO AIRLINES	NULL	HO
HSN	HP	0	H.S. AVIATION	NULL	HP
NULL	HQ	583	THOMAS COOK AIRLINES BELGIUM	HARMONY AIR	HQ
HHN	HR	169	HAHN AIR	HAHN AIR	HR
HSV	HS	198	SVENSKA DIREKTFLYG AB	DIREKTFLYG	HS
HSN	HP	0	H.S. AVIATION	NULL	HSN
HSV	HS	198	SVENSKA DIREKTFLYG AB	DIREKTFLYG	HSV
IMP	HT	570	HELLENIC IMPERIAL AIRWAYS	AEROMIST KHAR	HT
HTA	9I	0	HELITRANS AS	NULL	HTA
CHH	HU	880	HAINAN AIRLINES	HAINAN AIR	HU
TRA	HV	979	TRANSAVIA AIRLINES	TRANSAVIA	HV
HVN	VN	738	VIETNAM AIRLINES	VIETNAM AIR	HVN
NULL	HW	0	NORTH WRIGHT AIR	NORTH-WRIGH	HW
CRK	HX	851	HONG KONG AIRLINES	HONGKONG AIR	HX
HXA	G5	987	CHINA EXPRESS AIRLINES	JSC AIR ENKOR	HXA
UZB	HY	250	UZBEKISTAN AIRWAYS	UZBEKISTAN	HY
SHU	HZ	598	SAT AIRLINES	SAT AIRLINES	HZ
NULL	I0	0	UNDEFINED	NULL	I0
NULL	I1	489	CTS VIAGGI	CTS VIAGGI	I1
NULL	I2	60	IBERIA EXPRESS	IB EXPRESS	I2
TBZ	I3	917	ATA AIRLINES	NULL	I3
NULL	I4	434	AIRLINK	NULL	I4
NULL	I5	261	SN AIR MALI	AIR MALI	I5
MPK	I6	315	AIR INDUS	NULL	I6
NULL	I7	456	PARAMOUNT AIRWAYS	PARAMOUNT AIR	I7
IZA	I8	0	IZHAVIA	ABORIGINALAIR	I8
NULL	I9	67	AIR ITALY	AIR ITALY	I9
IAW	IA	73	IRAQI AIRWAYS	IRAQI AIR	IA
IAE	IO	154	CLOSED JSC IRAERO	NULL	IAE
IAR	V8	0	ILIAMNA AIR	CONTACT AIR	IAR
IAW	IA	73	IRAQI AIRWAYS	IRAQI AIR	IAW
IBE	IB	75	IBERIA	IBERIA	IB
IBB	NT	474	BINTER CANARIAS	BINTER CAN	IBB
IBE	IB	75	IBERIA	IBERIA	IBE
NULL	IC	58	NACIL INDIAN AIRLINE	NULL	IC
ICE	FI	108	ICELANDAIR	ICELANDAIR	ICE
ITK	ID	431	INTERLINK AIRLINES	INTERLINK	ID
SOL	IE	193	SOLOMON AIRLINES	SOLOMON AIR	IE
NULL	IF	769	ISLAS AIRWAYS	ISLAS AIRWAYS	IF
ISS	IG	191	MERIDIANA FLY	MERIDIANA FLY	IG
IGA	TE	0	UNDEFINED	NULL	IGA
MZA	IH	0	JSC IRTYSH-AIR	FALCON AIR	IH
CSQ	II	175	IBC AIRWAYS INC	NULL	II
NULL	IJ	0	UNDEFINED	NULL	IJ
NULL	IK	0	KAYA AIRLINES L.D.A	IMAIR AIR	IK
IKA	GI	420	ITEK AIR	ITEK AIR	IKA
IKM	S9	759	STARBOW	STARBOW	IKM
NULL	IL	0	LANKAIR PRIVATE LIMITED	ISTANBUL AIR	IL
NULL	IM	0	MINT LINEAS AEREAS	INTENSIVE AIR	IM
IMP	HT	570	HELLENIC IMPERIAL AIRWAYS	AEROMIST KHAR	IMP
TLG	IN	0	INVEST AVIA	MACEDONIANAIR	IN
INL	D6	625	INTER AIR	INTER AIR	INL
IAE	IO	154	CLOSED JSC IRAERO	NULL	IO
IWD	IP	560	IBERWORLD AIRLINES	ATYRAUAUEJOLY	IP
AUB	IQ	614	AUGSBURG AIRWAYS	NULL	IQ
IRA	IR	96	IRAN AIR	IRAN AIR	IR
IRA	IR	96	IRAN AIR	IRAN AIR	IRA
IRC	EP	815	IRAN ASEMAN AIRLINES	NULL	IRC
IRG	NV	346	IRANIAN NAFT AIRLINE	NULL	IRG
